"('rif', 1173)"
"('cagnanovarano', 7)"
"('carapelle', 7)"
"('carlantino', 7)"
"('carpino', 7)"
"('casalvecchiodipuglia', 7)"
"('castellucciodeisauri', 7)"
"('castelnuovodelladaunia', 7)"
"('celenzavalfortore', 7)"
"('celledisanvito', 7)"
"('chieuti', 7)"
"('deliceto', 7)"
"('monteleonedipuglia', 7)"
"('mottamontecorvino', 7)"
"('orsaradipuglia', 7)"
"('ortanova', 7)"
"('poggioimperiale', 7)"
"('rignanogarganico', 7)"
"('rodigarganico', 7)"
"('rosetovalfortore', 7)"
"('sanmarcoinlamis', 7)"
"('sanpaolodicivitate', 7)"
"('serracapriola', 7)"
"('stornara', 7)"
"('stornarella', 7)"
"('vicodelgargano', 7)"
"('volturino', 7)"
"('avetrana', 7)"
"('fragagnano', 7)"
"('ginosa', 7)"
"('maruggio', 7)"
"('monteparano', 7)"
"('palagianello', 7)"
"('palagiano', 7)"
"('pulsano', 7)"
"('sangiorgioionico', 7)"
"('sanmarzanodisangiuseppe', 7)"
"('torricellaapulia', 7)"
"('castelfocognano', 7)"
"('chiusidellaverna', 7)"
"('civitellainvaldichiana', 7)"
"('laterina', 7)"
"('lorociuffenna', 7)"
"('ortignanoraggiolo', 7)"
"('perginevaldarno', 7)"
"('poppi', 7)"
"('sangiovannivaldarno', 7)"
"('stia', 7)"
"('terranuovabracciolini', 7)"
"('alessano', 7)"
"('alliste', 7)"
"('andrano', 7)"
"('aradeo', 7)"
"('arnesano', 7)"
"('bagnolodelsalento', 7)"
"('botrugno', 7)"
"('calimera', 7)"
"('cannole', 7)"
"('capraricadilecce', 7)"
"('casarano', 7)"
"('castridilecce', 7)"
"('castrignanodegreci', 7)"
"('castroapulia', 7)"
"('collepasso', 7)"
"('copertino', 7)"
"('cursi', 7)"
"('cutrofiano', 7)"
"('galatina', 7)"
"('galatone', 7)"
"('giuggianello', 7)"
"('giurdignano', 7)"
"('guagnano', 7)"
"('pedology', 7)"
"('lequile', 7)"
"('leverano', 7)"
"('maglie', 7)"
"('matino', 7)"
"('melendugno', 7)"
"('melpignano', 7)"
"('miggiano', 7)"
"('minervinodilecce', 7)"
"('monteronidilecce', 7)"
"('montesanosalentino', 7)"
"('morcianodileuca', 7)"
"('neviano', 7)"
"('nociglia', 7)"
"('ortelle', 7)"
"('poggiardo', 7)"
"('ruffano', 7)"
"('salveapulia', 7)"
"('sandonatodilecce', 7)"
"('sanpietroinlama', 7)"
"('santacesareaterme', 7)"
"('soglianocavour', 7)"
"('specchia', 7)"
"('squinzano', 7)"
"('supersano', 7)"
"('surano', 7)"
"('surbo', 7)"
"('tiggiano', 7)"
"('trepuzzi', 7)"
"('tricase', 7)"
"('uggianolachiesa', 7)"
"('argelato', 7)"
"('vernole', 7)"
"('zollino', 7)"
"('bagnone', 7)"
"('casolainlunigiana', 7)"
"('comanotuscany', 7)"
"('filattiera', 7)"
"('licciananardi', 7)"
"('mulazzo', 7)"
"('podenzana', 7)"
"('pontremoli', 7)"
"('tresana', 7)"
"('villafrancainlunigiana', 7)"
"('alexeystakhanov', 7)"
"('emmadonoghue', 7)"
"('calciano', 7)"
"('cirigliano', 7)"
"('colobraro', 7)"
"('craco', 7)"
"('ferrandina', 7)"
"('gorgoglione', 7)"
"('montalbanojonico', 7)"
"('montescaglioso', 7)"
"('novasiri', 7)"
"('olivetolucano', 7)"
"('pomarico', 7)"
"('rotondella', 7)"
"('salandra', 7)"
"('sangiorgiolucano', 7)"
"('sanmauroforte', 7)"
"('georgenakashima', 7)"
"('rza', 7)"
"('abriola', 7)"
"('albanodilucania', 7)"
"('anziitaly', 7)"
"('armento', 7)"
"('atellabasilicata', 7)"
"('balvano', 7)"
"('baragiano', 7)"
"('barile', 7)"
"('brienza', 7)"
"('brindisimontagna', 7)"
"('calvello', 7)"
"('carbonebasilicata', 7)"
"('castelgrandebasilicata', 7)"
"('castelluccioinferiore', 7)"
"('castellucciosuperiore', 7)"
"('castelmezzano', 7)"
"('castelsaraceno', 7)"
"('castronuovodisantandrea', 7)"
"('cersosimo', 7)"
"('chiaromonte', 7)"
"('corletoperticara', 7)"
"('fardellabasilicata', 7)"
"('filiano', 7)"
"('francavillainsinni', 7)"
"('grumentonova', 7)"
"('guardiaperticara', 7)"
"('lagonegro', 7)"
"('laurenzana', 7)"
"('lavello', 7)"
"('marsicovetere', 7)"
"('maschito', 7)"
"('missanello', 7)"
"('moliterno', 7)"
"('montemilone', 7)"
"('montemurro', 7)"
"('brihuega', 7)"
"('nemoli', 7)"
"('noepoli', 7)"
"('palazzosangervasio', 7)"
"('picerno', 7)"
"('pietrapertosa', 7)"
"('pignola', 7)"
"('rapolla', 7)"
"('rioneroinvulture', 7)"
"('roccanova', 7)"
"('rotondabasilicata', 7)"
"('ruoti', 7)"
"('ruvodelmonte', 7)"
"('sanchiriconuovo', 7)"
"('sanchiricoraparo', 7)"
"('sancostantinoalbanese', 7)"
"('sanmartinodagri', 7)"
"('santangelolefratte', 7)"
"('santarcangelo', 7)"
"('sassodicastalda', 7)"
"('senise', 7)"
"('spinoso', 7)"
"('terranovadipollino', 7)"
"('tolve', 7)"
"('trecchina', 7)"
"('vagliobasilicata', 7)"
"('venosa', 7)"
"('vietridipotenza', 7)"
"('viggiano', 7)"
"('chavornay', 7)"
"('abbgroup', 7)"
"('kalisz', 7)"
"('plantarfasciitis', 7)"
"('rocklee', 7)"
"('saulonlachapelle', 7)"
"('gustafvofsweden', 7)"
"('charlesxivjohnofsweden', 7)"
"('adolffrederickofsweden', 7)"
"('keyboardinstrument', 7)"
"('carljohanthyselius', 7)"
"('bagnacavallo', 7)"
"('conselice', 7)"
"('fusignano', 7)"
"('santagatasulsanterno', 7)"
"('mariomonicelli', 7)"
"('hopscotch', 7)"
"('caprivadelfriuli', 7)"
"('dolegnadelcollio', 7)"
"('farradisonzo', 7)"
"('moraro', 7)"
"('ronchideilegionari', 7)"
"('sancanziandisonzo', 7)"
"('sanpierdisonzo', 7)"
"('savognadisonzo', 7)"
"('staranzano', 7)"
"('turriaco', 7)"
"('villesse', 7)"
"('barcis', 7)"
"('brugnera', 7)"
"('budoia', 7)"
"('casarsadelladelizia', 7)"
"('cavassonuovo', 7)"
"('cimolais', 7)"
"('claut', 7)"
"('clauzetto', 7)"
"('cordenons', 7)"
"('cordovado', 7)"
"('ertoecasso', 7)"
"('fiumeveneto', 7)"
"('frisanco', 7)"
"('meduno', 7)"
"('pasianodipordenone', 7)"
"('polcenigo', 7)"
"('pratadipordenone', 7)"
"('roveredoinpiano', 7)"
"('sangiorgiodellarichinvelda', 7)"
"('sanmartinoaltagliamento', 7)"
"('sequals', 7)"
"('sestoalreghena', 7)"
"('spilimbergo', 7)"
"('tramontidisopra', 7)"
"('tramontidisotto', 7)"
"('vajont', 7)"
"('vitodasio', 7)"
"('zoppola', 7)"
"('amarofriuli', 7)"
"('aquileia', 7)"
"('artaterme', 7)"
"('attimis', 7)"
"('bagnariaarsa', 7)"
"('basiliano', 7)"
"('bertiolo', 7)"
"('bicinicco', 7)"
"('bordano', 7)"
"('buja', 7)"
"('buttrio', 7)"
"('caminoaltagliamento', 7)"
"('campoformido', 7)"
"('carlino', 7)"
"('cassacco', 7)"
"('cavazzocarnico', 7)"
"('cervignanodelfriuli', 7)"
"('chioprisviscone', 7)"
"('chiusaforte', 7)"
"('cividaledelfriuli', 7)"
"('codroipo', 7)"
"('panasoniccorporation', 7)"
"('comeglians', 7)"
"('cornodirosazzo', 7)"
"('coseano', 7)"
"('dogna', 7)"
"('drenchia', 7)"
"('faedis', 7)"
"('flaibano', 7)"
"('forgarianelfriuli', 7)"
"('forniavoltri', 7)"
"('fornidisopra', 7)"
"('fornidisotto', 7)"
"('gonars', 7)"
"('grimacco', 7)"
"('latisana', 7)"
"('lauco', 7)"
"('lestizza', 7)"
"('ligosullo', 7)"
"('lusevera', 7)"
"('magnanoinriviera', 7)"
"('maranolagunare', 7)"
"('martignacco', 7)"
"('meretoditomba', 7)"
"('moggioudinese', 7)"
"('montenars', 7)"
"('mortegliano', 7)"
"('muzzanadelturgnano', 7)"
"('ovaro', 7)"
"('pagnacco', 7)"
"('pasiandiprato', 7)"
"('pocenia', 7)"
"('pontebba', 7)"
"('pozzuolodelfriuli', 7)"
"('pradamano', 7)"
"('precenicco', 7)"
"('premariacco', 7)"
"('preone', 7)"
"('pulfero', 7)"
"('ragogna', 7)"
"('ravascletto', 7)"
"('remanzacco', 7)"
"('resiutta', 7)"
"('bobbryan', 7)"
"('rivedarcano', 7)"
"('sanpietroalnatisone', 7)"
"('sanvitoaltorre', 7)"
"('sanvitodifagagna', 7)"
"('savogna', 7)"
"('sedegliano', 7)"
"('socchieve', 7)"
"('stregna', 7)"
"('sutrio', 7)"
"('talmassons', 7)"
"('tarcento', 7)"
"('terzodaquileia', 7)"
"('torreano', 7)"
"('torviscosa', 7)"
"('trasaghis', 7)"
"('treppocarnico', 7)"
"('treppogrande', 7)"
"('tricesimo', 7)"
"('trivignanoudinese', 7)"
"('varmo', 7)"
"('zuglio', 7)"
"('augustusiithestrong', 7)"
"('henryiiioffrance', 7)"
"('constitutionalamendment', 7)"
"('blooddonation', 7)"
"('amaroni', 7)"
"('andali', 7)"
"('argusto', 7)"
"('belcastro', 7)"
"('caraffadicatanzaro', 7)"
"('carlopoli', 7)"
"('cerva', 7)"
"('cicala', 7)"
"('conflenti', 7)"
"('cortale', 7)"
"('feroletoantico', 7)"
"('gagliato', 7)"
"('gasperina', 7)"
"('girifalco', 7)"
"('stevejohnson', 7)"
"('magisano', 7)"
"('marcellinara', 7)"
"('martirano', 7)"
"('martiranolombardo', 7)"
"('miglierina', 7)"
"('montepaone', 7)"
"('mottasantalucia', 7)"
"('peralbinhansson', 7)"
"('olivadi', 7)"
"('palermiti', 7)"
"('pentone', 7)"
"('pianopoli', 7)"
"('platania', 7)"
"('sanfloro', 7)"
"('sanmangodaquino', 7)"
"('sanpietroamaida', 7)"
"('luzzara', 7)"
"('sansostene', 7)"
"('santacaterinadelloionio', 7)"
"('peekaboo', 7)"
"('serrastretta', 7)"
"('settingiano', 7)"
"('simericrichi', 7)"
"('squillace', 7)"
"('tavernacalabria', 7)"
"('tiriolo', 7)"
"('vallefiorita', 7)"
"('zagarise', 7)"
"('sorbosanbasile', 7)"
"('altenhagen', 7)"
"('acquaformosa', 7)"
"('acri', 7)"
"('aiellocalabro', 7)"
"('aieta', 7)"
"('albidona', 7)"
"('alessandriadelcarretto', 7)"
"('altilia', 7)"
"('aprigliano', 7)"
"('belmontecalabro', 7)"
"('belsito', 7)"
"('belvederemarittimo', 7)"
"('bianchicalabria', 7)"
"('bocchigliero', 7)"
"('bonifati', 7)"
"('calopezzati', 7)"
"('caloveto', 7)"
"('carolei', 7)"
"('cassanoalloionio', 7)"
"('castiglionecosentino', 7)"
"('castrolibero', 7)"
"('castroregio', 7)"
"('castrovillari', 7)"
"('celico', 7)"
"('cellara', 7)"
"('cerchiaradicalabria', 7)"
"('cerisano', 7)"
"('cerzeto', 7)"
"('cetraro', 7)"
"('colosimi', 7)"
"('coriglianocalabro', 7)"
"('cropalati', 7)"
"('crosia', 7)"
"('dipignano', 7)"
"('domanico', 7)"
"('fagnanocastello', 7)"
"('falconaraalbanese', 7)"
"('figlinevegliaturo', 7)"
"('firmo', 7)"
"('fiumefreddobruzio', 7)"
"('frascineto', 7)"
"('fuscaldo', 7)"
"('grisolia', 7)"
"('guardiapiemontese', 7)"
"('lainoborgo', 7)"
"('lainocastello', 7)"
"('lattarico', 7)"
"('longobardicalabria', 7)"
"('longobucco', 7)"
"('luzzi', 7)"
"('malito', 7)"
"('malvito', 7)"
"('mandatoriccio', 7)"
"('hiddenhausen', 7)"
"('mangone', 7)"
"('maranomarchesato', 7)"
"('maranoprincipato', 7)"
"('mongrassano', 7)"
"('montaltouffugo', 7)"
"('mormanno', 7)"
"('mottafollone', 7)"
"('nocara', 7)"
"('panettieri', 7)"
"('paternocalabro', 7)"
"('pianecrati', 7)"
"('pietrapaola', 7)"
"('plataci', 7)"
"('roccaimperiale', 7)"
"('roggianogravina', 7)"
"('rogliano', 7)"
"('rosecalabria', 7)"
"('rosetocapospulico', 7)"
"('rotagreca', 7)"
"('rovito', 7)"
"('sandemetriocorone', 7)"
"('sandonatodininea', 7)"
"('sangiorgioalbanese', 7)"
"('sanlorenzobellizzi', 7)"
"('sanlorenzodelvallo', 7)"
"('sanlucido', 7)"
"('sanmarcoargentano', 7)"
"('sanmartinodifinita', 7)"
"('sannicolaarcella', 7)"
"('sanpietroinamantea', 7)"
"('sanpietroinguarano', 7)"
"('sansosti', 7)"
"('sanvincenzolacosta', 7)"
"('sangineto', 7)"
"('santacaterinaalbanese', 7)"
"('santadomenicatalao', 7)"
"('santasofiadepiro', 7)"
"('santostefanodirogliano', 7)"
"('saracena', 7)"
"('scalacoeli', 7)"
"('louisiofhungary', 7)"
"('scalea', 7)"
"('scigliano', 7)"
"('serradaiello', 7)"
"('spezzanoalbanese', 7)"
"('spezzanodellasila', 7)"
"('tarsia', 7)"
"('toranocastello', 7)"
"('trebisacce', 7)"
"('vaccarizzoalbanese', 7)"
"('verbicaro', 7)"
"('villapiana', 7)"
"('zumpanocalabria', 7)"
"('bristolcounty', 7)"
"('universityofcologne', 7)"
"('fairfieldcounty', 7)"
"('tumba', 7)"
"('jangjaein', 7)"
"('motala', 7)"
"('infantaelenaduchessoflugo', 7)"
"('warofjenkinsear', 7)"
"('vellerat', 7)"
"('belvederedispinello', 7)"
"('caccuri', 7)"
"('carfizzi', 7)"
"('castelsilano', 7)"
"('cerenzia', 7)"
"('cotronei', 7)"
"('crucoli', 7)"
"('cutro', 7)"
"('melissacalabria', 7)"
"('mesoraca', 7)"
"('pallagorio', 7)"
"('petiliapolicastro', 7)"
"('roccadineto', 7)"
"('roccabernarda', 7)"
"('sanmauromarchesato', 7)"
"('sannicoladellalto', 7)"
"('scandale', 7)"
"('strongoli', 7)"
"('umbriatico', 7)"
"('verzino', 7)"
"('cadetcorps', 7)"
"('agnanacalabra', 7)"
"('anoiacalabria', 7)"
"('ardore', 7)"
"('bagaladi', 7)"
"('bagnaracalabra', 7)"
"('benestare', 7)"
"('bivongi', 7)"
"('bovamarina', 7)"
"('bruzzanozeffirio', 7)"
"('cardeto', 7)"
"('casignana', 7)"
"('condofuri', 7)"
"('cosoleto', 7)"
"('delianuova', 7)"
"('galatro', 7)"
"('gioiatauro', 7)"
"('gioiosaionica', 7)"
"('grotteria', 7)"
"('laureanadiborrello', 7)"
"('mammola', 7)"
"('marinadigioiosaionica', 7)"
"('melitodiportosalvo', 7)"
"('monasterace', 7)"
"('montebelloionico', 7)"
"('palmi', 7)"
"('pazzano', 7)"
"('placanica', 7)"
"('polistena', 7)"
"('portigliola', 7)"
"('roccafortedelgreco', 7)"
"('roghudi', 7)"
"('rosarno', 7)"
"('samocalabria', 7)"
"('sanlorenzocalabria', 7)"
"('sanprocopio', 7)"
"('santagatadelbianco', 7)"
"('stansmith', 7)"
"('santalessioinaspromonte', 7)"
"('santeufemiadaspromonte', 7)"
"('santilariodelloionio', 7)"
"('scido', 7)"
"('seminara', 7)"
"('siderno', 7)"
"('terranovasappominulio', 7)"
"('varapodio', 7)"
"('acquaro', 7)"
"('arenacalabria', 7)"
"('briatico', 7)"
"('fabrizia', 7)"
"('filadelfiacalabria', 7)"
"('mongiana', 7)"
"('nicotera', 7)"
"('ricadi', 7)"
"('rombiolo', 7)"
"('sancalogero', 7)"
"('serrasanbruno', 7)"
"('tropea', 7)"
"('vallelonga', 7)"
"('zambrone', 7)"
"('zungri', 7)"
"('karlshamn', 7)"
"('amphitheatre', 7)"
"('semanticweb', 7)"
"('aiellodelsabato', 7)"
"('aquilonia', 7)"
"('baiano', 7)"
"('bonito', 7)"
"('cairano', 7)"
"('calitri', 7)"
"('caprigliairpina', 7)"
"('casalbore', 7)"
"('royaloperahouse', 7)"
"('cassanoirpino', 7)"
"('cesinali', 7)"
"('conzadellacampania', 7)"
"('fontanarosa', 7)"
"('forino', 7)"
"('gesualdo', 7)"
"('grottolella', 7)"
"('manocalzati', 7)"
"('mirabellaeclano', 7)"
"('montaguto', 7)"
"('montecalvoirpino', 7)"
"('montefalcione', 7)"
"('monteforteirpino', 7)"
"('montefredane', 7)"
"('montefusco', 7)"
"('montella', 7)"
"('morradesanctis', 7)"
"('moschiano', 7)"
"('pagodelvallodilauro', 7)"
"('parolise', 7)"
"('petruroirpino', 7)"
"('pietradefusi', 7)"
"('pietrastornina', 7)"
"('pratolaserra', 7)"
"('roccabascerana', 7)"
"('rotondi', 7)"
"('salzairpina', 7)"
"('sanmartinovallecaudina', 7)"
"('sanmichelediserino', 7)"
"('sannicolabaronia', 7)"
"('sanpotitoultra', 7)"
"('sansossiobaronia', 7)"
"('santandreadiconza', 7)"
"('santangeloascala', 7)"
"('santangelodeilombardi', 7)"
"('santaluciadiserino', 7)"
"('santapaolina', 7)"
"('santostefanodelsole', 7)"
"('scampitella', 7)"
"('sorboserpico', 7)"
"('summonte', 7)"
"('taurasi', 7)"
"('teora', 7)"
"('trevico', 7)"
"('vallesaccarda', 7)"
"('venticano', 7)"
"('zungoli', 7)"
"('padmasreewarrior', 7)"
"('burgosprovince', 7)"
"('britishzoneofoccupation', 7)"
"('flacey', 7)"
"('spoy', 7)"
"('janenglert', 7)"
"('bernadettesoubirous', 7)"
"('bimalroy', 7)"
"('fwmurnau', 7)"
"('conaveneto', 7)"
"('peterweir', 7)"
"('panelpainting', 7)"
"('marcantoinecharpentier', 7)"
"('gapan', 7)"
"('battlezone', 7)"
"('impactcrater', 7)"
"('amorosi', 7)"
"('apice', 7)"
"('apollosa', 7)"
"('arpaia', 7)"
"('bucciano', 7)"
"('buonalbergo', 7)"
"('campolattaro', 7)"
"('campolidelmontetaburno', 7)"
"('casalduni', 7)"
"('castelfrancoinmiscano', 7)"
"('castelpagano', 7)"
"('castelpoto', 7)"
"('castelvenere', 7)"
"('castelvetereinvalfortore', 7)"
"('ceppaloni', 7)"
"('circello', 7)"
"('collesannita', 7)"
"('dugenta', 7)"
"('durazzano', 7)"
"('faicchio', 7)"
"('foianodivalfortore', 7)"
"('fragnetomonforte', 7)"
"('frassotelesino', 7)"
"('ginestradeglischiavoni', 7)"
"('limatola', 7)"
"('melizzano', 7)"
"('montefalconedivalfortore', 7)"
"('montesarchio', 7)"
"('hannasuchocka', 7)"
"('hyundaimotorcompany', 7)"
"('pastrengo', 7)"
"('pagoveiano', 7)"
"('pannarano', 7)"
"('paolisi', 7)"
"('paupisi', 7)"
"('pescosannita', 7)"
"('sanguinetto', 7)"
"('pietrelcina', 7)"
"('pontelandolfo', 7)"
"('puglianello', 7)"
"('sanbartolomeoingaldo', 7)"
"('sangiorgiolamolara', 7)"
"('sanlorenzello', 7)"
"('villabartolomea', 7)"
"('sanlupo', 7)"
"('sanmarcodeicavoti', 7)"
"('sanmartinosannita', 7)"
"('sansalvatoretelesino', 7)"
"('santagatadegoti', 7)"
"('santangeloacupolo', 7)"
"('santarcangelotrimonte', 7)"
"('santacrocedelsannio', 7)"
"('sassinoro', 7)"
"('solopaca', 7)"
"('teleseterme', 7)"
"('toccocaudio', 7)"
"('torrecuso', 7)"
"('vitulano', 7)"
"('corvey', 7)"
"('acquavivapicena', 7)"
"('federalpolice', 7)"
"('sophiabrahe', 7)"
"('carassai', 7)"
"('castignano', 7)"
"('comunanza', 7)"
"('cossignano', 7)"
"('forcemarche', 7)"
"('monsampolodeltronto', 7)"
"('montaltodellemarche', 7)"
"('montedinove', 7)"
"('montemonaco', 7)"
"('offida', 7)"
"('palmiano', 7)"
"('roccafluvione', 7)"
"('rotella', 7)"
"('spinetoli', 7)"
"('venarotta', 7)"
"('coenbrothers', 7)"
"('georgesbizet', 7)"
"('assoro', 7)"
"('barrafranca', 7)"
"('gaglianocastelferrato', 7)"
"('leonforte', 7)"
"('nissoria', 7)"
"('pietraperzia', 7)"
"('regalbuto', 7)"
"('troina', 7)"
"('valguarneracaropepe', 7)"
"('gadang', 7)"
"('duvle', 7)"
"('eritai', 7)"
"('gedeo', 7)"
"('daasanach', 7)"
"('jiangxi', 7)"
"('ottostern', 7)"
"('danielgabrielfahrenheit', 7)"
"('chigny', 7)"
"('cottens', 7)"
"('anneofcleves', 7)"
"('kurtvonschleicher', 7)"
"('walthervonbrauchitsch', 7)"
"('adolfgalland', 7)"
"('christianfriedrichhebbel', 7)"
"('karlernstvonbaer', 7)"
"('gotthardheinrici', 7)"
"('hassovonmanteuffel', 7)"
"('kurtmeyer', 7)"
"('augustvonkotzebue', 7)"
"('hermannminkowski', 7)"
"('ferdinandporsche', 7)"
"('georgiparvanov', 7)"
"('bamirtopi', 7)"
"('adolphegranddukeofluxembourg', 7)"
"('laurachinchilla', 7)"
"('karlhermannfrank', 7)"
"('martinwalser', 7)"
"('helmutnewton', 7)"
"('ivanrebroff', 7)"
"('ankehuber', 7)"
"('susilobambangyudhoyono', 7)"
"('arminmeiwes', 7)"
"('kurtschumacher', 7)"
"('ruthfuchs', 7)"
"('jorgecarlosfonseca', 7)"
"('hedwigofsilesia', 7)"
"('princesswilhelmineofbaden', 7)"
"('sebastianhaffner', 7)"
"('ahmedouyahia', 7)"
"('maximilianiiemanuel', 7)"
"('princessvictoriaofhesseandbyrhine', 7)"
"('marieofromania', 7)"
"('fritzwunderlich', 7)"
"('peteroneill', 7)"
"('princessmargarethaofsaxony', 7)"
"('sylviahanika', 7)"
"('wilhelmkarldukeofurach', 7)"
"('princessmariajosephaofsaxony', 7)"
"('johannesrbecher', 7)"
"('cent', 7)"
"('krmeera', 7)"
"('suravaramsudhakarreddy', 7)"
"('peterdavid', 7)"
"('williamhague', 7)"
"('cabrales', 7)"
"('bettyboop', 7)"
"('alvignano', 7)"
"('arienzo', 7)"
"('baiaelatina', 7)"
"('camigliano', 7)"
"('cancelloearnone', 7)"
"('capriatiavolturno', 7)"
"('carinola', 7)"
"('casagiove', 7)"
"('casaldiprincipe', 7)"
"('casaluce', 7)"
"('casapesenna', 7)"
"('casapulla', 7)"
"('castelmorrone', 7)"
"('castellodelmatese', 7)"
"('cellole', 7)"
"('ciorlano', 7)"
"('erichludendorff', 7)"
"('dragoni', 7)"
"('edmundhusserl', 7)"
"('fontegreca', 7)"
"('gioiasannitica', 7)"
"('gricignanodiaversa', 7)"
"('zhangjiakou', 7)"
"('letino', 7)"
"('liberi', 7)"
"('maceratacampania', 7)"
"('mignanomontelungo', 7)"
"('mondragone', 7)"
"('ortadiatella', 7)"
"('christenchristensen', 7)"
"('siegeofmalta', 7)"
"('lilyallen', 7)"
"('pastorano', 7)"
"('pianadimonteverna', 7)"
"('pietravairano', 7)"
"('pignataromaggiore', 7)"
"('porticodicaserta', 7)"
"('pratasannita', 7)"
"('juliusschaub', 7)"
"('erichkempka', 7)"
"('richardbaer', 7)"
"('roccadevandro', 7)"
"('rocchettaecroce', 7)"
"('sanfeliceacancello', 7)"
"('sangregoriomatese', 7)"
"('adolphwagner', 7)"
"('sannicolalastrada', 7)"
"('sanprisco', 7)"
"('santangelodalife', 7)"
"('santamariacapuavetere', 7)"
"('santamarialafossa', 7)"
"('trentoladucenta', 7)"
"('courteneycox', 7)"
"('valledimaddaloni', 7)"
"('villadibriano', 7)"
"('spinningwheel', 7)"
"('israeldefenseforces', 7)"
"('mastersoftheuniverse', 7)"
"('christopherbrowning', 7)"
"('philosophyofscience', 7)"
"('limassoldistrict', 7)"
"('mafiaii', 7)"
"('altidona', 7)"
"('marville', 7)"
"('bustarhymes', 7)"
"('campofilone', 7)"
"('grottazzolina', 7)"
"('gouraincourt', 7)"
"('lapedona', 7)"
"('montegiberto', 7)"
"('montesanpietrangeli', 7)"
"('monterubbiano', 7)"
"('montevidoncorrado', 7)"
"('montefalconeappennino', 7)"
"('monteleonedifermo', 7)"
"('montelparo', 7)"
"('montottone', 7)"
"('moresco', 7)"
"('ortezzano', 7)"
"('pedaso', 7)"
"('petritoli', 7)"
"('ponzanodifermo', 7)"
"('mera', 7)"
"('inthecut', 7)"
"('mrnatural', 7)"
"('ruthroman', 7)"
"('zincphosphate', 7)"
"('wicca', 7)"
"('muzeray', 7)"
"('shebekino', 7)"
"('laurentdelahyre', 7)"
"('herbertvonbismarck', 7)"
"('zalaegerszeg', 7)"
"('venkatramanramakrishnan', 7)"
"('paultillich', 7)"
"('guntisulmanis', 7)"
"('gottfriedfeder', 7)"
"('podium', 7)"
"('conradschumann', 7)"
"('ichthyology', 7)"
"('dietricheckart', 7)"
"('gottlobberger', 7)"
"('hamleys', 7)"
"('bibianasteinhaus', 7)"
"('philippbouhler', 7)"
"('svenulreich', 7)"
"('jakobwassermann', 7)"
"('cvraman', 7)"
"('ferdinandmariaelectorofbavaria', 7)"
"('alexanderkluge', 7)"
"('utelemper', 7)"
"('duchessheleneofmecklenburgschwerin', 7)"
"('abdumalikabdullajanov', 7)"
"('alexanderiofscotland', 7)"
"('bubblesort', 7)"
"('ottogessler', 7)"
"('commission', 7)"
"('cedarsofgod', 7)"
"('johannfriedrichagricola', 7)"
"('hermannburmeister', 7)"
"('erichtopp', 7)"
"('maxhoffmann', 7)"
"('cleburnecounty', 7)"
"('wilhelmroux', 7)"
"('chancellor', 7)"
"('eduardspranger', 7)"
"('patbarker', 7)"
"('petraroth', 7)"
"('theodorfischer', 7)"
"('gottfriedsemper', 7)"
"('gabrielbiel', 7)"
"('arminveh', 7)"
"('walterkempowski', 7)"
"('paulmattick', 7)"
"('waltraudmeier', 7)"
"('prairiecounty', 7)"
"('gerhardmarcks', 7)"
"('friedrichalfredkrupp', 7)"
"('ottohofmann', 7)"
"('arnoldgehlen', 7)"
"('benno', 7)"
"('wittighausen', 7)"
"('eimeldingen', 7)"
"('lillilehmann', 7)"
"('ingersheim', 7)"
"('johannfriedrichmeckeltheyounger', 7)"
"('friedrichhirzebruch', 7)"
"('pascualjordan', 7)"
"('rahelvarnhagen', 7)"
"('lecrotoy', 7)"
"('ulrichvonwilamowitzmoellendorff', 7)"
"('ahorn', 7)"
"('wernerjaeger', 7)"
"('walterburkert', 7)"
"('bettiepage', 7)"
"('managementinformationsystem', 7)"
"('weilamrhein', 7)"
"('gustavradbruch', 7)"
"('kurtknispel', 7)"
"('gertrudethegreat', 7)"
"('gottmadingen', 7)"
"('rielasingenworblingen', 7)"
"('eigeltingen', 7)"
"('hilzingen', 7)"
"('princessphilippinecharlotteofprussia', 7)"
"('gemmrigheim', 7)"
"('harstad', 7)"
"('merkendorf', 7)"
"('theodorcurtius', 7)"
"('augustusdukeofsaxegothaaltenburg', 7)"
"('moscownights', 7)"
"('rosedale', 7)"
"('wernerschroeter', 7)"
"('hofors', 7)"
"('marieluisekaschnitz', 7)"
"('alexanderwolf', 7)"
"('frankfarian', 7)"
"('israelicuisine', 7)"
"('ionicbond', 7)"
"('heikemakatsch', 7)"
"('amaliaofsolmsbraunfels', 7)"
"('cydcharisse', 7)"
"('themindyproject', 7)"
"('ditaparlo', 7)"
"('herwarthwalden', 7)"
"('willibaldpirckheimer', 7)"
"('horststein', 7)"
"('kurtvontippelskirch', 7)"
"('ottowilhelmhermannvonabich', 7)"
"('heikekamerlinghonnes', 7)"
"('digitalcamera', 7)"
"('mauryaempire', 7)"
"('hypnotic', 7)"
"('christianrohlfs', 7)"
"('adolphkussmaul', 7)"
"('theenglishpatient', 7)"
"('lacampana', 7)"
"('heinrichrudolfhermannfriedrichvongneist', 7)"
"('alexanderkeyserling', 7)"
"('adda', 7)"
"('numeral', 7)"
"('bacoor', 7)"
"('brunostreckenbach', 7)"
"('tagaytay', 7)"
"('gero', 7)"
"('ottobrunfels', 7)"
"('jeanpierreraffarin', 7)"
"('abrahamcalovius', 7)"
